systemequipmentcode,Unseperated,systemequipmentcodeText,systemequipmentshorttext,SystemEquipmentIn2000Sample,SystemEquipmentIn2007Sample
3ACC,3ACC: ,CX-3,CX-3,FALSE,FALSE
3ACD,3ACD: ,C-130 HERCULES,C-130 HERCULES,FALSE,FALSE
3ACE,3ACE: ,CX-2,CX-2,FALSE,FALSE
3ACF,3ACF: ,C-121 CONSTELLATION,C-121 CONSTELLATION,FALSE,FALSE
3ACG,3ACG: ,C-47 SKYTRAIN,C-47 SKYTRAIN,FALSE,FALSE
3ACH,3ACH: ,C-45 EXPEDITOR,C-45 EXPEDITOR,FALSE,FALSE
3ACJ,3ACJ: ,C-117 SKYTRAIN,C-117 SKYTRAIN,FALSE,FALSE
3ACK,NULL,C-118 LIFTMASTER,C-118 LIFTMASTER,FALSE,FALSE
3ACM,NULL,C-119 FLYING BOXCAR,C-119 FLYING BOXCAR,FALSE,FALSE
3ACN,3ACN: ,C-124 GLOBEMASTER,C-124 GLOBEMASTER,FALSE,FALSE
3ACO,3ACO: ,C-46 COMMANDO,C-46 COMMANDO,FALSE,FALSE
3ACP,NULL,C-131 SAMARITAN,C-131 SAMARITAN,FALSE,FALSE
3ACQ,NULL,C-133 CARGOMASTER,C-133 CARGOMASTER,FALSE,FALSE
3ACR,3ACR: ,KC-135 STRATOLIFTER,KC-135 STRATOLIFTER,FALSE,FALSE
3ACS,3ACS: ,C-141 STARLIFTER,C-141 STARLIFTER,FALSE,FALSE
3ACT,NULL,C-123 PROVIDER,C-123 PROVIDER,FALSE,FALSE
3ACU,NULL,C-9 NIGHTINGALE,C-9 NIGHTINGALE,FALSE,FALSE
3ACV,3ACV: ,C-137 STRATOLINER,C-137 STRATOLINER,FALSE,FALSE
3ACW,NULL,C-140 JET STAR,C-140 JET STAR,FALSE,FALSE
3ACY,NULL,C-142,C-142,FALSE,FALSE
3ADB,3ADB: ,C-10,C-10,FALSE,FALSE
3ADC,3ADC: ,C-12A (CX-X),C-12A (CX-X),FALSE,FALSE
3ADD,NULL,C-14,C-14,FALSE,FALSE
3ADF,3ADF: ,C-18,C-18,FALSE,FALSE
3ADG,3ADG: ,C-17A CARGO TRANSPORT,C-17A CARGO TRANSPORT,FALSE,FALSE
3ADH,3ADH: ,C-20,C-20,FALSE,FALSE
3AEB,3AEB: ,E-2 HAWKEYE,E-2 HAWKEYE,FALSE,FALSE
3AEC,3AEC: ,E-3A,E-3A,FALSE,FALSE
3AEE,NULL,E-5,E-5,FALSE,FALSE
3AFA,3AFA: ,F-5 FREEDOM FIGHTER,F-5 FREEDOM FIGHTER,FALSE,FALSE
3AFB,3AFB: ,F-22 Raptor,F-22 Raptor,TRUE,FALSE
3AFC,3AFC: ,F-4 PHANTOM II,F-4 PHANTOM II,FALSE,FALSE
3AFE,3AFE: ,F-12,F-12,FALSE,FALSE
3AFF,3AFF: ,F-15 EAGLE,F-15 EAGLE,FALSE,FALSE
3AFG,3AFG: ,F-100 SUPER SABRE,F-100 SUPER SABRE,FALSE,FALSE
3AFH,3AFH: ,F-16 FALCON,F-16 FALCON,FALSE,FALSE
3AFI,NULL,F-17,F-17,FALSE,FALSE
3AFJ,3AFJ: ,F-101 VOODOO,F-101 VOODOO,FALSE,FALSE
3AFK,3AFK: ,F-104 STARFIGHTER,F-104 STARFIGHTER,FALSE,FALSE
3AFL,NULL,F-105 THUNDERCHIEF,F-105 THUNDERCHIEF,FALSE,FALSE
3AFM,3AFM: ,F-106 DELTA DART,F-106 DELTA DART,FALSE,FALSE
3AFN,3AFN: ,F-111,F-111,FALSE,FALSE
3AFP,NULL,F-80 SHOOTING STAR,F-80 SHOOTING STAR,FALSE,FALSE
3AFR,3AFR: ,F-86 SABRE,F-86 SABRE,FALSE,FALSE
3AFS,NULL,F-89 SCORPION,F-89 SCORPION,FALSE,FALSE
3AFT,NULL,F-102 DELTA DAGGER,F-102 DELTA DAGGER,FALSE,FALSE
3AFU,3AFU: ,F-14 TOMCAT,F-14 TOMCAT,FALSE,FALSE
3AFV,3AFV: ,F-117 STEALTH,F-117 STEALTH,FALSE,FALSE
3AHA,3AHA: ,UH-1 IROQUOIS,UH-1 IROQUOIS,FALSE,FALSE
3AHC,3AHC: ,H-3 SEA KING,H-3 SEA KING,FALSE,FALSE
3AHD,3AHD: ,H-3 JOLLY GREEN GIANT,H-3 JOLLY GREEN GIANT,FALSE,FALSE
3AHL,3AHL: ,HH-53 SUPER JOLLY,HH-53 SUPER JOLLY,FALSE,FALSE
3AHP,3AHP: ,CH-53 SEA STALLION,CH-53 SEA STALLION,FALSE,FALSE
3AHX,NULL,CH-34 CHOCTAW,CH-34 CHOCTAW,FALSE,FALSE
3AIA,3AIA: ,UH-60 UTTAS BLACK HAWK,UH-60 UTTAS BLACK HAWK,FALSE,FALSE
3AMB,3AMB: ,AABNCP-E4,AABNCP-E4,FALSE,FALSE
3AME,NULL,J9-C TANKER ACT CONV OF 707,J9-C TANKER ACT CONV OF 707,FALSE,FALSE
3AOB,3AOB: ,O-2,O-2,FALSE,FALSE
3ARA,NULL,SR-71,SR-71,FALSE,FALSE
3ARE,3ARE: ,RF-4C,RF-4C,FALSE,FALSE
3ATA,3ATA: ,T-37,T-37,FALSE,FALSE
3ATB,3ATB: ,T-38 TALON,T-38 TALON,FALSE,FALSE
3ATC,3ATC: ,T-39 SABRELINER,T-39 SABRELINER,FALSE,FALSE
3ATE,NULL,T-41 MESCALERO,T-41 MESCALERO,FALSE,FALSE
3ATK,NULL,T-29 FLYING CLASSROOM,T-29 FLYING CLASSROOM,FALSE,FALSE
3ATL,3ATL: ,T-33 SHOOTING STAR,T-33 SHOOTING STAR,FALSE,FALSE
3ATM,NULL,T-34 MENTOR,T-34 MENTOR,FALSE,FALSE
3ATO,NULL,T-28 TROJAN,T-28 TROJAN,FALSE,FALSE
3ATS,NULL,T-43,T-43,FALSE,FALSE
3AUA,NULL,U-1 OTTER,U-1 OTTER,FALSE,FALSE
3AUJ,3AUJ: ,U-2,U-2,FALSE,FALSE
3AUK,NULL,U-3,U-3,FALSE,FALSE
3AUL,NULL,U-4 AERO COMMANDER,U-4 AERO COMMANDER,FALSE,FALSE
3AUM,NULL,U-5,U-5,FALSE,FALSE
3AVJ,3AVJ: ,OV-10 LARA (NOW BRONCO),OV-10 LARA (NOW BRONCO),FALSE,FALSE
3AWC,3AWC: ,X-22,X-22,FALSE,FALSE
3BJA,NULL,J-33,J-33,FALSE,FALSE
3BJD,3BJD: ,J-58,J-58,FALSE,FALSE
3BJE,3BJE: ,J-60,J-60,FALSE,FALSE
3BJG,3BJG: ,J-69,J-69,FALSE,FALSE
3BJH,3BJH: ,J-57,J-57,FALSE,FALSE
3BJI,NULL,J-75,J-75,FALSE,FALSE
3BJJ,3BJJ: ,J-79,J-79,FALSE,FALSE
3BJL,3BJL: ,J-85,J-85,FALSE,FALSE
3BJM,NULL,JT3D-3,JT3D-3,FALSE,FALSE
3BJN,NULL,JT8D-9,JT8D-9,FALSE,FALSE
3BRC,NULL,VO-540,VO-540,FALSE,FALSE
3BRD,NULL,R-1830,R-1830,FALSE,FALSE
3BRE,NULL,R-3350,R-3350,FALSE,FALSE
3BRF,NULL,R-4360,R-4360,FALSE,FALSE
3BRI,NULL,I0-360D,I0-360D,FALSE,FALSE
3BRJ,NULL,0-300D,0-300D,FALSE,FALSE
3BSD,3BSD: ,TF-30,TF-30,FALSE,FALSE
3BSF,3BSF: ,A-10,A-10,FALSE,FALSE
3BSG,3BSG: ,TF-33,TF-33,FALSE,FALSE
3BSH,3BSH: ,TF-34,TF-34,FALSE,FALSE
3BSJ,3BSJ: ,TF-39,TF-39,FALSE,FALSE
3BSL,3BSL: ,TF-41,TF-41,FALSE,FALSE
3BSN,3BSN: ,F-110,F-110,FALSE,FALSE
3BSP,3BSP: ,F-101,F-101,FALSE,FALSE
3BSQ,NULL,F-103,F-103,FALSE,FALSE
3BSR,3BSR: ,F-100 Engine,F-100 Engine,FALSE,FALSE
3BSS,3BSS: ,F-108,F-108,FALSE,FALSE
3BST,3BST: ,F-100 UPGRADE,F-100 UPGRADE,FALSE,FALSE
3BTB,NULL,T-53,T-53,FALSE,FALSE
3BTD,3BTD: ,T-56,T-56,FALSE,FALSE
3BTF,3BTF: ,T-58,T-58,FALSE,FALSE
3BTK,3BTK: ,T-64,T-64,FALSE,FALSE
3BTM,3BTM: ,T-76,T-76,FALSE,FALSE
3BTN,3BTN: ,T-400,T-400,FALSE,FALSE
3CAA,3CAA: ,BALLISTIC MISSILE DEFENSE SYS,BALLISTIC MISSILE DEFENSE SYS,FALSE,FALSE
3CEA,3CEA: ,DEF METEOR SAT PROG,DEF METEOR SAT PROG,FALSE,FALSE
3CLA,NULL,MLV II MEDIUM LAUNCH VEHICLE,MLV II MEDIUM LAUNCH VEHICLE,FALSE,FALSE
3CLB,NULL,LAUNCHER LAU-3A,LAUNCHER LAU-3A,FALSE,FALSE
3CLF,NULL,DELTA II BOOSTER PROGRAM,DELTA II BOOSTER PROGRAM,FALSE,FALSE
3CLL,3CLL: ,EVOLVED EXPENDABLE LV PROGRAM,EVOLVED EXPENDABLE LV PROGRAM,FALSE,FALSE
3CMA,NULL,CGM/HGM-16 ATLAS,CGM/HGM-16 ATLAS,FALSE,FALSE
3CMB,3CMB: ,AIM-7 SPARROW,AIM-7 SPARROW,FALSE,FALSE
3CMC,NULL,H/LGM 25 TITAN,H/LGM 25 TITAN,FALSE,FALSE
3CMD,3CMD: ,AIM-9 SIDEWINDER,AIM-9 SIDEWINDER,FALSE,FALSE
3CMG,3CMG: ,BQM-34 FIREBEE,BQM-34 FIREBEE,FALSE,FALSE
3CMJ,3CMJ: ,ADM-20 QUAIL,ADM-20 QUAIL,FALSE,FALSE
3CMK,NULL,AGM-45 SHRIKE,AGM-45 SHRIKE,FALSE,FALSE
3CML,NULL,AGM-28 HOUND DOG,AGM-28 HOUND DOG,FALSE,FALSE
3CMN,3CMN: ,AGM-65 MAVERICK,AGM-65 MAVERICK,FALSE,FALSE
3CMS,3CMS: ,AGM-69 SRAM(SHT RG ATTK MSL),AGM-69 SRAM(SHT RG ATTK MSL),FALSE,FALSE
3CMU,3CMU: ,LGM-30 MINUTEMAN,LGM-30 MINUTEMAN,FALSE,FALSE
3CMV,NULL,AGM-80 VIPER,AGM-80 VIPER,FALSE,FALSE
3CNA,NULL,****** 3CNA,****** 3CNA,FALSE,FALSE
3CNE,NULL,XQM-94,XQM-94,FALSE,FALSE
3CNF,3CNF: ,ZAGM-86,ZAGM-86,FALSE,FALSE
3CNG,NULL,AIM-97,AIM-97,FALSE,FALSE
3CNJ,3CNJ: ,MX-MISSILE,MX-MISSILE,FALSE,FALSE
3CNL,3CNL: ,IUS FULL SCALE DEVELOP SYS,IUS FULL SCALE DEVELOP SYS,FALSE,FALSE
3CNM,3CNM: ,AMRAAM,AMRAAM,FALSE,FALSE
3CNN,3CNN: ,SPACE DEF SYSTEM 64406F,SPACE DEF SYSTEM 64406F,FALSE,FALSE
3CNP,3CNP: ,SPACE SHUTTLE 64411F,SPACE SHUTTLE 64411F,FALSE,FALSE
3CNQ,3CNQ: ,ASMS ADV STRATEGIC MSL SYS,ASMS ADV STRATEGIC MSL SYS,FALSE,FALSE
3CNS,3CNS: ,AGM-88 HARM,AGM-88 HARM,FALSE,FALSE
3CNT,3CNT: ,SICBM SM INT BALL MSL,SICBM SM INT BALL MSL,FALSE,FALSE
3CNU,NULL,AGM-84 HARPOON,AGM-84 HARPOON,FALSE,FALSE
3CNV,3CNV: ,PEACEKEEPER MISSILE,PEACEKEEPER MISSILE,FALSE,FALSE
3CNY,3CNY: ,BGM-109 TOMAHAWK,BGM-109 TOMAHAWK,FALSE,FALSE
3CNZ,NULL,TACIT RAINBOW MISSILE,TACIT RAINBOW MISSILE,FALSE,FALSE
3CPA,3CPA: ,TITAN IV LAUNCH VEH PROGRAM,TITAN IV LAUNCH VEH PROGRAM,FALSE,FALSE
3CPB,NULL,ADVANCED CRUISE MISSILE,ADVANCED CRUISE MISSILE,FALSE,FALSE
3CPC,NULL,PEACEKEEPER RAIL GARRISON,PEACEKEEPER RAIL GARRISON,FALSE,FALSE
3CPF,3CPF: ,AGM-129/A ADV CRUISE MISSILE,AGM-129/A ADV CRUISE MISSILE,FALSE,FALSE
3CRN,NULL,PWN-11 PROBE,PWN-11 PROBE,FALSE,FALSE
3DAA,3DAA: ,PREDATOR UAV,PREDATOR UAV,FALSE,FALSE
3DBC,NULL,BUS 28 PAX,BUS 28 PAX,FALSE,FALSE
3DBE,NULL,CLEANER RUNWAY/STREET,CLEANER RUNWAY/STREET,FALSE,FALSE
3DBF,3DBF: ,SEDAN 4 DR 4X2,SEDAN 4 DR 4X2,FALSE,FALSE
3DBI,NULL,ARMORED VEHICLE,ARMORED VEHICLE,FALSE,FALSE
3DEA,NULL,CRANE 750 TON,CRANE 750 TON,FALSE,FALSE
3DIA,NULL,SEMI TRAILER 20 TON,SEMI TRAILER 20 TON,FALSE,FALSE
3DKA,NULL,INDUSTRIAL WHEELED,INDUSTRIAL WHEELED,FALSE,FALSE
3DKC,3DKC: ,AIRCRAFT TOW MB-2,AIRCRAFT TOW MB-2,FALSE,FALSE
3DKD,NULL,AIRCRAFT TOW MB-4,AIRCRAFT TOW MB-4,FALSE,FALSE
3DKE,3DKE: ,TOW FLIGHTLINE,TOW FLIGHTLINE,FALSE,FALSE
3DNA,NULL,CRASH P-2,CRASH P-2,FALSE,FALSE
3DNB,NULL,CRASH P-4,CRASH P-4,FALSE,FALSE
3DNC,3DNC: ,LOADER A/C 40K,LOADER A/C 40K,FALSE,FALSE
3DNF,NULL,CARGO 1/2 TON 4X2,CARGO 1/2 TON 4X2,FALSE,FALSE
3DNG,NULL,CARGO 3/4 TON 4X4,CARGO 3/4 TON 4X4,FALSE,FALSE
3DNH,NULL,PANEL 1 TON 4X2,PANEL 1 TON 4X2,FALSE,FALSE
3DNK,3DNK: ,TANK FUEL R-9 5000 GAL,TANK FUEL R-9 5000 GAL,FALSE,FALSE
3DNP,NULL,PICKUP 1/2 TON 4X2,PICKUP 1/2 TON 4X2,FALSE,FALSE
3DNQ,NULL,FIRE HIGH CAPACITY,FIRE HIGH CAPACITY,FALSE,FALSE
3DPB,NULL,TANK LIQUID NITROGEN C-5,TANK LIQUID NITROGEN C-5,FALSE,FALSE
3DPD,NULL,FORKLIFT 4000 LB,FORKLIFT 4000 LB,FALSE,FALSE
3DPE,3DPE: ,FORKLIFT 6000 LB,FORKLIFT 6000 LB,FALSE,FALSE
3DPF,NULL,"FORKLIFT 10,000 LB","FORKLIFT 10,000 LB",FALSE,FALSE
3DPH,NULL,CRASH P-10,CRASH P-10,FALSE,FALSE
3DPJ,3DPJ: ,LOADER A/C 25K,LOADER A/C 25K,FALSE,FALSE
3DPM,NULL,TRACTOR 5 TON,TRACTOR 5 TON,FALSE,FALSE
3DPS,NULL,CARGO UTILITY 1/2 TON 4X2,CARGO UTILITY 1/2 TON 4X2,FALSE,FALSE
3DPV,NULL,LIFT MJ-1B,LIFT MJ-1B,FALSE,FALSE
3DPX,NULL,MULTISTOP 1-T,MULTISTOP 1-T,FALSE,FALSE
3EBA,NULL,7.62MM M60 MACHINE GUN,7.62MM M60 MACHINE GUN,FALSE,FALSE
3EBB,3EBB: ,GPU-5A 3UMM POD,GPU-5A 3UMM POD,FALSE,FALSE
3EBC,3EBC: ,GAU-5 MACHINE GUN,GAU-5 MACHINE GUN,FALSE,FALSE
3EBE,NULL,81MM MORTAR,81MM MORTAR,FALSE,FALSE
3EBF,NULL,9 MM HANDGUN,9 MM HANDGUN,FALSE,FALSE
3FAA,NULL,AGM-62/A WALLEYE,AGM-62/A WALLEYE,FALSE,FALSE
3FAH,NULL,E-O BOMB GUIDANCE KIT,E-O BOMB GUIDANCE KIT,FALSE,FALSE
3FAL,3FAL: ,MK-82 500 LB,MK-82 500 LB,FALSE,FALSE
3FBF,NULL,38 CALIBER,38 CALIBER,FALSE,FALSE
3FBU,NULL,****** 3FBU,****** 3FBU,FALSE,FALSE
3FCS,3FCS: ,IMPULSE ARD-863-1,IMPULSE ARD-863-1,FALSE,FALSE
3FIB,NULL,BDU-38 PRACTICE,BDU-38 PRACTICE,FALSE,FALSE
3FIC,3FIC: ,GBU-15,GBU-15,FALSE,FALSE
3FIE,NULL,BSU-50 AIR INFLATE RETARD,BSU-50 AIR INFLATE RETARD,FALSE,FALSE
3FIG,NULL,CBU-89 TMD/GATOR,CBU-89 TMD/GATOR,FALSE,FALSE
3FII,NULL,BIGEYE,BIGEYE,FALSE,FALSE
3FIK,NULL,CAS,CAS,FALSE,FALSE
3FKB,NULL,FMU-113/B,FMU-113/B,FALSE,FALSE
3FKM,NULL,FMU-124,FMU-124,FALSE,FALSE
3FKR,NULL,FMU-130,FMU-130,FALSE,FALSE
3GAA,3GAA: ,AN/AFQ-137,AN/AFQ-137,FALSE,FALSE
3GAC,NULL,AN/TSW-7 AIR CENTR CNTRL SYS,AN/TSW-7 AIR CENTR CNTRL SYS,FALSE,FALSE
3GAD,3GAD: ,GEODSS,GEODSS,FALSE,FALSE
3GAE,3GAE: ,AN/ALQ-135,AN/ALQ-135,FALSE,FALSE
3GAF,3GAF: ,AN/ALQ-122 ECM SYS,AN/ALQ-122 ECM SYS,FALSE,FALSE
3GAG,3GAG: ,AN/ALQ-155,AN/ALQ-155,FALSE,FALSE
3GAH,3GAH: ,AN/ALR-46,AN/ALR-46,FALSE,FALSE
3GAI,3GAI: ,AN/ALQ-131,AN/ALQ-131,FALSE,FALSE
3GAJ,3GAJ: ,NAVSTAR,NAVSTAR,FALSE,FALSE
3GAM,NULL,AN/ALR-45,AN/ALR-45,FALSE,FALSE
3GAO,NULL,AN/DLQ-3B ECM SET,AN/DLQ-3B ECM SET,FALSE,FALSE
3GAQ,3GAQ: ,AN/ALR-62 COUNTERMEASURES,AN/ALR-62 COUNTERMEASURES,FALSE,FALSE
3GAR,3GAR: ,AN/ALR-31 ELEC COUNTERMEASUR,AN/ALR-31 ELEC COUNTERMEASUR,FALSE,FALSE
3GAT,3GAT: ,GSSI GRND SUP SYS INTEG,GSSI GRND SUP SYS INTEG,FALSE,FALSE
3GAU,3GAU: ,AN/ALQ-119,AN/ALQ-119,FALSE,FALSE
3GAV,NULL,AN/ALQ-26 PAVE TACK,AN/ALQ-26 PAVE TACK,FALSE,FALSE
3GAW,3GAW: ,AN/ALE-40 COUNTERMEASURES,AN/ALE-40 COUNTERMEASURES,FALSE,FALSE
3GAX,NULL,AN/ALQ-125 TEREC,AN/ALQ-125 TEREC,FALSE,FALSE
3GAY,NULL,AN/ALQ-153 TAIL WARNING SYSTM,AN/ALQ-153 TAIL WARNING SYSTM,FALSE,FALSE
3GBH,3GBH: ,AN/ALQ-101 ECM,AN/ALQ-101 ECM,FALSE,FALSE
3GBI,NULL,WINDJAMMER,WINDJAMMER,FALSE,FALSE
3GBJ,NULL,HAVE QUICK,HAVE QUICK,FALSE,FALSE
3GBN,3GBN: ,LANTIRN,LANTIRN,FALSE,FALSE
3GBQ,NULL,SPADOC,SPADOC,FALSE,FALSE
3GBT,3GBT: ,PEACE HAWK,PEACE HAWK,FALSE,FALSE
3GBU,NULL,PEACE QUIET,PEACE QUIET,FALSE,FALSE
3GBV,3GBV: ,PEACE SHIELD PROGRAM,PEACE SHIELD PROGRAM,FALSE,FALSE
3GBZ,NULL,COMBAT GRANDE,COMBAT GRANDE,FALSE,FALSE
3GCA,NULL,DMMIS,DMMIS,FALSE,FALSE
3GCB,NULL,MACC2IPS,MACC2IPS,FALSE,FALSE
3GCC,NULL,RDB,RDB,FALSE,FALSE
3GCD,NULL,CDMS,CDMS,FALSE,FALSE
3GCI,3GCI: ,AN/ALE-50,AN/ALE-50,FALSE,FALSE
3GDA,NULL,MARK XII PROGRAM,MARK XII PROGRAM,FALSE,FALSE
3GDB,NULL,AN/FSC-78,AN/FSC-78,FALSE,FALSE
3GDC,NULL,M-X CMD CTRL & COMM SYS,M-X CMD CTRL & COMM SYS,FALSE,FALSE
3GDE,3GDE: ,DSCS-3 DEF STAT COMM SYS,DSCS-3 DEF STAT COMM SYS,FALSE,FALSE
3GDF,3GDF: ,OPTION GRND COMM NETWORK,OPTION GRND COMM NETWORK,FALSE,FALSE
3GDH,3GDH: ,JOINT TACTCL INF DSPLY SYS ASI,JOINT TACTCL INF DSPLY SYS ASI,FALSE,FALSE
3GDI,NULL,AHTSQ-111(Z),AHTSQ-111(Z),FALSE,FALSE
3GDK,NULL,ESS-DIGIT EURO BACK COMMUN SYS,ESS-DIGIT EURO BACK COMMUN SYS,FALSE,FALSE
3GDL,3GDL: ,JOINT TAC INFO DIST SYS/TERM P,JOINT TAC INFO DIST SYS/TERM P,FALSE,FALSE
3GDQ,NULL,GWEN,GWEN,FALSE,FALSE
3GFB,NULL,AN/UGC-129,AN/UGC-129,FALSE,FALSE
3GFF,3GFF: ,CHEYENNE MOUNTAIN UPGRADE,CHEYENNE MOUNTAIN UPGRADE,FALSE,FALSE
3GFJ,NULL,AN/UGC-141,AN/UGC-141,FALSE,FALSE
3GFK,3GFK: ,MILSTAR,MILSTAR,FALSE,FALSE
3GMA,NULL,AN/ASD-1 ARBNE ELECT SUB-SYS,AN/ASD-1 ARBNE ELECT SUB-SYS,FALSE,FALSE
3GMB,3GMB: ,AN/FPS-108 PHASED ARRAY RADAR,AN/FPS-108 PHASED ARRAY RADAR,FALSE,FALSE
3GMC,3GMC: ,AN/ALR-56 WARNING RECVR,AN/ALR-56 WARNING RECVR,FALSE,FALSE
3GMD,3GMD: ,AN/MPS-T1 RADAR CONTROL VAN,AN/MPS-T1 RADAR CONTROL VAN,FALSE,FALSE
3GME,3GME: ,AN/APR-38,AN/APR-38,FALSE,FALSE
3GMF,NULL,AN/MES-T1 RADAR SETS,AN/MES-T1 RADAR SETS,FALSE,FALSE
3GMG,NULL,AN/APR-39,AN/APR-39,FALSE,FALSE
3GMK,NULL,AN/APS-107,AN/APS-107,FALSE,FALSE
3GMN,NULL,AN/APQ-113 ATTACK,AN/APQ-113 ATTACK,FALSE,FALSE
3GMP,NULL,AN/APQ-114 ATTACK,AN/APQ-114 ATTACK,FALSE,FALSE
3GMQ,NULL,ARN-118 TACAN,ARN-118 TACAN,FALSE,FALSE
3GMS,NULL,ARN-127 VOR/ILS,ARN-127 VOR/ILS,FALSE,FALSE
3GMT,NULL,AN/APN-147 DOPPLER,AN/APN-147 DOPPLER,FALSE,FALSE
3GMU,NULL,AN/APN-153 DOPPLER,AN/APN-153 DOPPLER,FALSE,FALSE
3GMW,3GMW: ,AN/APN-159 BOMB NAV & FR CTRL,AN/APN-159 BOMB NAV & FR CTRL,FALSE,FALSE
3GMX,3GMX: ,AN/APN-169 STATION KEEPING,AN/APN-169 STATION KEEPING,FALSE,FALSE
3GMY,NULL,AN/APN-175 DOPPLER,AN/APN-175 DOPPLER,FALSE,FALSE
3GNB,NULL,AN/APA-74,AN/APA-74,FALSE,FALSE
3GNC,NULL,AN/APA-92,AN/APA-92,FALSE,FALSE
3GNE,NULL,AN/APQ-119,AN/APQ-119,FALSE,FALSE
3GNG,NULL,AN/GPS-6,AN/GPS-6,FALSE,FALSE
3GNH,NULL,AWADS FOR C-130,AWADS FOR C-130,FALSE,FALSE
3GNJ,3GNJ: ,AN/APN-59 WEATHER RADAR,AN/APN-59 WEATHER RADAR,FALSE,FALSE
3GNN,NULL,AN/APQ-161,AN/APQ-161,FALSE,FALSE
3GNP,3GNP: ,AN/FSD JOINT STARS,AN/FSD JOINT STARS,FALSE,FALSE
3GNQ,3GNQ: ,AN/ALR-69,AN/ALR-69,FALSE,FALSE
3GNR,NULL,AN/APQ-102 RADAR SYS,AN/APQ-102 RADAR SYS,FALSE,FALSE
3GNS,NULL,AN/APN-218 DOPPLER,AN/APN-218 DOPPLER,FALSE,FALSE
3GNT,3GNT: ,AN/APN-221 DOPPLER,AN/APN-221 DOPPLER,FALSE,FALSE
3GNV,3GNV: ,IMPROVED RADAR SIMULATOR,IMPROVED RADAR SIMULATOR,FALSE,FALSE
3GNW,3GNW: ,AN/FPS-117 RADAR SEEK IGLOO,AN/FPS-117 RADAR SEEK IGLOO,FALSE,FALSE
3GNX,NULL,ESGN TEST EQUIP,ESGN TEST EQUIP,FALSE,FALSE
3GNY,3GNY: ,PAVEPAWS,PAVEPAWS,FALSE,FALSE
3GPA,NULL,AN/ARC-34,AN/ARC-34,FALSE,FALSE
3GPD,NULL,AN/ARC-88,AN/ARC-88,FALSE,FALSE
3GPE,NULL,AN/TRU-6 TRANSMITTER,AN/TRU-6 TRANSMITTER,FALSE,FALSE
3GPF,NULL,AN/TSC-60,AN/TSC-60,FALSE,FALSE
3GPG,3GPG: ,AN/GRC-171,AN/GRC-171,FALSE,FALSE
3GPH,NULL,AN/ARN-92 LORAN D,AN/ARN-92 LORAN D,FALSE,FALSE
3GPJ,3GPJ: ,AN/TRC-170 RADIO,AN/TRC-170 RADIO,FALSE,FALSE
3GPL,NULL,AN/GRT-21/22,AN/GRT-21/22,FALSE,FALSE
3GPM,NULL,AN/ARC-143 RADIO SET,AN/ARC-143 RADIO SET,FALSE,FALSE
3GPN,3GPN: ,AN/PRC-90 RADIO,AN/PRC-90 RADIO,FALSE,FALSE
3GPR,3GPR: ,AN/ARC-186 RADIO,AN/ARC-186 RADIO,FALSE,FALSE
3GPU,3GPU: ,AN/GRC-212,AN/GRC-212,FALSE,FALSE
3GPV,NULL,AN/TRC-97A,AN/TRC-97A,FALSE,FALSE
3GPW,3GPW: ,AN/GRC-206,AN/GRC-206,FALSE,FALSE
3GPX,NULL,AN/UXC-4,AN/UXC-4,FALSE,FALSE
3GPY,3GPY: ,AN/ARC-164 (V),AN/ARC-164 (V),FALSE,FALSE
3GQC,NULL,AN/AXQ-16 COCKPIT TV SENSOR,AN/AXQ-16 COCKPIT TV SENSOR,FALSE,FALSE
3GQF,3GQF: ,AN/TPS-43,AN/TPS-43,FALSE,FALSE
3GQM,NULL,OTH-B,OTH-B,FALSE,FALSE
3GQN,3GQN: ,AN/FPQ-16,AN/FPQ-16,FALSE,FALSE
3GQP,3GQP: ,MOTIF,MOTIF,FALSE,FALSE
3GRB,NULL,AN/TRQ-35(V),AN/TRQ-35(V),FALSE,FALSE
3GWA,3GWA: ,407L TACTICAL AIR CONTROL SY,407L TACTICAL AIR CONTROL SY,FALSE,FALSE
3GWD,3GWD: ,404L TRAFF CNTRL & LAND SYS,404L TRAFF CNTRL & LAND SYS,FALSE,FALSE
3GWE,NULL,425L NORAD COC,425L NORAD COC,FALSE,FALSE
3GWH,3GWH: ,433L WEATHER SYSTEM,433L WEATHER SYSTEM,FALSE,FALSE
3GWI,NULL,440L FWD SCATTER OTH RAD,440L FWD SCATTER OTH RAD,FALSE,FALSE
3GWL,NULL,466L ELECTROMAGNETIC INTEL S,466L ELECTROMAGNETIC INTEL S,FALSE,FALSE
3GWO,3GWO: ,411L AWACS,411L AWACS,FALSE,FALSE
3GWQ,3GWQ: ,474L BMEWS,474L BMEWS,FALSE,FALSE
3GWR,NULL,413L DEW LINE,413L DEW LINE,FALSE,FALSE
3GWY,NULL,486L DEEP SEA,486L DEEP SEA,FALSE,FALSE
3GWZ,NULL,487L SLFCS,487L SLFCS,FALSE,FALSE
3GXB,NULL,490L AUTOVON DCS AUTOMATIC V,490L AUTOVON DCS AUTOMATIC V,FALSE,FALSE
3GXD,NULL,492L US STRICOM COMMAND CONT,492L US STRICOM COMMAND CONT,FALSE,FALSE
3GXF,NULL,494L ERCS EMERG RKT COMM SYS,494L ERCS EMERG RKT COMM SYS,FALSE,FALSE
3GXH,NULL,496L SPADATS SPACETRACK,496L SPADATS SPACETRACK,FALSE,FALSE
